T,d,nb,r,d_qk,d_v,chunk,dtype,device,triton,build_ms,build_total_ms,stage_ms,kind,q,B,N0,n,T_R,I_prof,I_tok,deg,incidence_exact,pool_gain,featurise_ms,prefill_ms,prefill_ms_p25,prefill_ms_p75,prefill_ms_min,prefill_ms_n,prefill_peak_MB,phase_lr_pool_ms,phase_lr_incidence_ms,phase_lr_query_ms,phase_scan_ms,phase_normalise_ms,phase_lr_total_ms,prefill_torch_ms,prefill_torch_peak_MB,torchphase_lr_pool_ms,torchphase_lr_incidence_ms,torchphase_lr_query_ms,torchphase_scan_ms,torchphase_normalise_ms,prefill_direct_ms,phase_direct_incidence_ms,prefill_subtractive_ms,retained_fraction,retained_predicted,relerr_additive_fp32,relerr_subtractive_fp32,relerr_additive_bf16,relerr_subtractive_bf16,decode_us_per_token,cache_words,kv_cache_words,cache_ratio,sdpa_ms,sdpa_ms_p25,sdpa_ms_p75,sdpa_ms_min,sdpa_ms_n,dense_masked_ms,build_prime_ms,build_directions_ms,build_incidence_ms,build_reorder_ms
4096,1,8,64,64,64,128,bf16,cuda,True,0.01309812068939209,0.00893324613571167,188.19209188222885,geometric,0,1,1,2048,2048,1,2048,1,True,2048.0,0.2672959864139557,1.9738240242004395,1.7291200160980225,2.2217119932174683,1.5529600381851196,15,28.56640625,0.38835200667381287,0.2122880071401596,0.2808000147342682,0.6543359756469727,0.1573439985513687,0.8814400285482407,1.1747519969940186,60.84765625,0.31856000423431396,0.12943999469280243,0.19788800179958344,0.6402879953384399,0.11878400295972824,1.2984000444412231,0.3860799968242645,1.1016639471054077,1.0,1.0,9.839292065609699e-08,9.839292065609699e-08,0.0014790867878061618,0.0014790867878061618,232.17350244522095,66560,4194304,0.015869140625,0.38390401005744934,0.37779200077056885,0.3929760009050369,0.37363201379776,15,2.83734393119812,,,,
8192,1,8,64,64,64,128,bf16,cuda,True,0.012584030628204346,0.009372830390930176,0.31732767820358276,geometric,0,1,1,4096,4096,1,4096,1,True,4096.0,0.273824006319046,1.1964479684829712,1.1898239850997925,1.2838079929351807,1.170624017715454,15,56.87890625,0.4384320080280304,0.012575999833643436,0.229312002658844,0.5388479828834534,0.10288000106811523,0.6803200105205178,1.5689280033111572,121.41015625,0.4126400053501129,0.04057599976658821,0.22588799893856049,0.8943039774894714,0.09593600034713745,1.5170880556106567,0.4238399863243103,1.1878399848937988,1.0,1.0,9.85416086757187e-08,9.85416086757187e-08,0.0014824777244829383,0.0014824777244829383,177.03750729560852,66560,8388608,0.0079345703125,0.6242240071296692,0.5990239977836609,0.9892800152301788,0.5923839807510376,15,,,,,
16384,1,8,64,64,64,128,bf16,cuda,True,0.027082860469818115,0.021919608116149902,0.2655237913131714,geometric,0,1,1,8192,8192,1,8192,1,True,8192.0,0.3734079897403717,1.529952049255371,1.4456000328063965,1.5994399785995483,1.388192057609558,15,114.00390625,0.46345600485801697,0.007071999832987785,0.26182401180267334,0.6196799874305725,0.12067200243473053,0.7323520164936781,1.8806400299072266,242.53515625,0.45552000403404236,0.025472000241279602,0.21161599457263947,1.0991679430007935,0.12204799801111221,1.8480000495910645,0.5129600167274475,1.3821439743041992,1.0,1.0,9.836928556631315e-08,9.836928556631315e-08,0.0014880573281293398,0.0014880573281293398,177.2249937057495,66560,16777216,0.00396728515625,1.9869760274887085,1.9592480063438416,2.1411839723587036,1.9100799560546875,15,,,,,
32768,1,8,64,64,64,128,bf16,cuda,True,0.028133392333984375,0.02240389585494995,0.32033026218414307,geometric,0,1,1,16384,16384,1,16384,1,True,16384.0,0.6098880171775818,2.5722880363464355,2.568127989768982,2.6063519716262817,2.5639359951019287,15,226.75390625,0.7839999794960022,0.007007999811321497,0.2775680124759674,1.0741440057754517,0.22908799350261688,1.068575991783291,3.6477439403533936,486.78515625,0.764415979385376,0.02687999978661537,0.27830401062965393,2.1400320529937744,0.22780799865722656,3.4756479263305664,0.9610880017280579,2.5097920894622803,,,,,,,176.86599493026733,66560,33554432,0.001983642578125,9.245823860168457,9.151583671569824,9.305168151855469,8.662367820739746,15,,,,,
65536,1,8,64,64,64,128,bf16,cuda,True,0.02691894769668579,0.021241605281829834,0.36704540252685547,geometric,0,1,1,32768,32768,1,32768,1,True,32768.0,1.1702079772949219,4.910336017608643,4.860783815383911,5.330528020858765,4.83190393447876,15,453.25390625,1.3723520040512085,0.007071999832987785,0.5274239778518677,2.0988800525665283,0.43878400325775146,1.906847981736064,7.017119884490967,969.28515625,1.3838080167770386,0.027615999802947044,0.5331839919090271,4.235392093658447,0.44012799859046936,6.591872215270996,1.8676799535751343,4.82908821105957,,,,,,,124.81100112199783,66560,67108864,0.0009918212890625,37.2276496887207,36.35009574890137,38.08113670349121,35.684417724609375,15,,,,,
131072,1,8,64,64,64,128,bf16,cuda,True,0.013649463653564453,0.010617077350616455,0.7108822464942932,geometric,0,1,1,65536,65536,1,65536,1,True,65536.0,2.199295997619629,9.670495986938477,9.606927871704102,9.689935684204102,9.591808319091797,15,906.25390625,2.6637439727783203,0.0080960001796484,1.0462080240249634,4.14569616317749,0.862559974193573,3.718047996982932,13.812095642089844,1938.28515625,2.695391893386841,0.02876799926161766,1.0661120414733887,8.374079704284668,0.8660799860954285,13.134048461914062,3.775615930557251,9.538175582885742,,,,,,,124.66000020503998,66560,134217728,0.00049591064453125,162.2144012451172,161.59381103515625,162.95687866210938,158.39109802246094,15,,,,,
262144,1,8,64,64,64,128,bf16,cuda,True,0.02899765968322754,0.023096799850463867,1.2158304452896118,geometric,0,1,1,131072,131072,1,131072,1,True,131072.0,4.405216217041016,18.970367431640625,18.837360382080078,19.634896278381348,18.714176177978516,15,1812.25390625,5.513855934143066,0.00848000030964613,2.1756160259246826,8.43990421295166,1.7333120107650757,7.697951960377395,27.726367950439453,3876.28515625,5.414720058441162,0.02956799976527691,2.153536081314087,16.76563262939453,1.7163519859313965,26.201568603515625,7.872672080993652,19.10201644897461,,,,,,,138.61100375652313,66560,268435456,0.000247955322265625,828.7728881835938,807.8971557617188,893.9742126464844,786.4890747070312,15,,,,,
524288,1,8,64,64,64,128,bf16,cuda,True,0.009834766387939453,0.00772625207901001,2.1577924489974976,geometric,0,1,1,262144,262144,1,262144,1,True,262144.0,8.969183921813965,40.472511291503906,40.24609565734863,40.53027153015137,39.24934387207031,15,3624.25390625,11.60313606262207,0.008063999935984612,4.598976135253906,17.415584564208984,3.5076160430908203,16.21017619781196,56.1864013671875,7752.28515625,11.170463562011719,0.030432000756263733,4.427328109741211,34.64031982421875,3.466207981109619,53.77804946899414,16.591136932373047,42.745086669921875,,,,,,,127.43450701236725,66560,536870912,0.0001239776611328125,4773.82177734375,4668.5595703125,4860.42919921875,4483.1220703125,15,,,,,
4096,2,8,64,64,64,128,bf16,cuda,True,0.43526291847229004,0.4172474145889282,0.40762871503829956,geometric,47,47,47,2048,2048,47,2048,1,True,43.57446808510638,0.2003519982099533,1.022528052330017,1.0069279670715332,1.0290240049362183,0.9844800233840942,15,40.35595703125,0.301503986120224,0.1061440035700798,0.26739200949668884,0.37599998712539673,0.07884799689054489,0.6750399991869926,1.0644479990005493,72.63720703125,0.26307201385498047,0.11552000045776367,0.24569599330425262,0.48019200563430786,0.07587199658155441,1.1666560173034668,0.3386879861354828,1.0056320428848267,0.021282313940804064,0.02127659574468085,8.981323630692451e-08,6.4145325132942e-06,0.0012839457376055275,0.09452476737284435,172.71099984645844,1597440,4194304,0.380859375,0.27059200406074524,0.2635519951581955,0.27347199618816376,0.2567040026187897,15,2.236704111099243,0.021345913410186768,0.05776435136795044,0.0559687614440918,0.26763230562210083
8192,2,8,64,64,64,128,bf16,cuda,True,0.3310292959213257,0.31262636184692383,0.2745389938354492,geometric,67,67,67,4096,4096,67,4096,1,True,61.134328358208954,0.24006399512290955,2.4668800830841064,2.177072048187256,2.7015680074691772,1.9058879613876343,15,73.63671875,0.24595199525356293,0.2112639993429184,0.5864959955215454,0.7019519805908203,0.17971199750900269,1.0437119901180267,1.7556480169296265,138.16796875,0.4067839980125427,0.15772800147533417,0.35712000727653503,0.76009601354599,0.07603199779987335,1.5955519676208496,0.6097919940948486,1.1742080450057983,0.014924795839866814,0.014925373134328358,9.817773801677236e-08,9.261295836457673e-06,0.001537113035363594,0.1576699764089388,178.68749797344208,2263040,8388608,0.269775390625,0.7795839905738831,0.7669279873371124,0.8020800054073334,0.7547199726104736,15,,0.0073462724685668945,0.057719647884368896,0.029101967811584473,0.2045556902885437
