accuracy,binding_gap_pp,complete,d,elapsed_seconds,eval_loss,exact_accuracy,family,last_value_accuracy,load,majority_value_accuracy,other_entity_value_accuracy,parameters,query_blind_oracle_accuracy,seed,sequence_length,stage,steps,task,test_sha256,trainable_parameters,validation_sha256,width
0.89111328125,,True,1,34.12923346599564,0.4245791519060731,0.609375,gdn,0.2958984375,4,0.21826171875,,20200,0.334228515625,123,64,compact1000,1000,state,fadd715c76b70b85199e961884c49e83479c459e872bf843310502a72907e8e9,20200,3996de5b481b17d67c116610e4b40fcb33ce8c9f1b93b915b130f1d11dfdd1e0,32
0.061767578125,,True,3,45.16920298000332,2.7765191793441772,0.0,gdn,0.2958984375,4,0.21826171875,,27640,0.334228515625,123,64,compact1000,1000,state,fadd715c76b70b85199e961884c49e83479c459e872bf843310502a72907e8e9,26872,3996de5b481b17d67c116610e4b40fcb33ce8c9f1b93b915b130f1d11dfdd1e0,32
0.067138671875,,True,1,42.790542983973864,2.775099866092205,0.0,mamba2,0.2958984375,4,0.21826171875,,24856,0.334228515625,123,64,compact1000,1000,state,fadd715c76b70b85199e961884c49e83479c459e872bf843310502a72907e8e9,24856,3996de5b481b17d67c116610e4b40fcb33ce8c9f1b93b915b130f1d11dfdd1e0,32
0.057861328125,,True,3,33.22305251902435,2.775243431329727,0.0,mamba2,0.2958984375,4,0.21826171875,,35392,0.334228515625,123,64,compact1000,1000,state,fadd715c76b70b85199e961884c49e83479c459e872bf843310502a72907e8e9,33856,3996de5b481b17d67c116610e4b40fcb33ce8c9f1b93b915b130f1d11dfdd1e0,32
0.360595703125,,True,1,33.82614908297546,2.1053154468536377,0.015625,gdn,0.1826171875,8,0.158447265625,,20200,0.257080078125,123,128,compact1000,1000,state,de4ae1602d02b577495a2cffe6dde738d11832c8142b7f72fa650bc93e75de68,20200,800371aa01cf52af332657f1b76a2a9142549594a06a2763238e5e3a5bfb8758,32
0.06005859375,,True,3,47.15907877800055,2.775767460465431,0.0,gdn,0.1826171875,8,0.158447265625,,27640,0.257080078125,123,128,compact1000,1000,state,de4ae1602d02b577495a2cffe6dde738d11832c8142b7f72fa650bc93e75de68,26872,800371aa01cf52af332657f1b76a2a9142549594a06a2763238e5e3a5bfb8758,32
0.082763671875,,True,1,12.928145213983953,2.7425142899155617,0.0,mamba2,0.1826171875,8,0.158447265625,,24856,0.257080078125,123,128,compact1000,1000,state,de4ae1602d02b577495a2cffe6dde738d11832c8142b7f72fa650bc93e75de68,24856,800371aa01cf52af332657f1b76a2a9142549594a06a2763238e5e3a5bfb8758,32
0.061767578125,,True,3,34.044548254983965,2.774928033351898,0.0,mamba2,0.1826171875,8,0.158447265625,,35392,0.257080078125,123,128,compact1000,1000,state,de4ae1602d02b577495a2cffe6dde738d11832c8142b7f72fa650bc93e75de68,33856,800371aa01cf52af332657f1b76a2a9142549594a06a2763238e5e3a5bfb8758,32
0.1689453125,,True,1,17.86667168798158,2.259354315698147,0.1689453125,gdn,0.5283203125,2,0.5498046875,,28392,0.5498046875,123,64,compact1000,1000,variable,cd180cd0044aeed01dd20e472fe83bf85d7f2d6123b44dcbb1923be000942ffb,28392,533d98c81dfcc9595f03537db761332610d88bf82af5246cd92aea55accdd2f7,32
0.11328125,,True,3,44.81197899096878,2.447933368384838,0.11328125,gdn,0.5283203125,2,0.5498046875,,35832,0.5498046875,123,64,compact1000,1000,variable,cd180cd0044aeed01dd20e472fe83bf85d7f2d6123b44dcbb1923be000942ffb,35064,533d98c81dfcc9595f03537db761332610d88bf82af5246cd92aea55accdd2f7,32
0.4443359375,,True,1,28.603464687010273,1.3206062391400337,0.4443359375,mamba2,0.5283203125,2,0.5498046875,,33048,0.5498046875,123,64,compact1000,1000,variable,cd180cd0044aeed01dd20e472fe83bf85d7f2d6123b44dcbb1923be000942ffb,33048,533d98c81dfcc9595f03537db761332610d88bf82af5246cd92aea55accdd2f7,32
0.0751953125,,True,3,33.27023557299981,2.777964226901531,0.0751953125,mamba2,0.5283203125,2,0.5498046875,,43584,0.5498046875,123,64,compact1000,1000,variable,cd180cd0044aeed01dd20e472fe83bf85d7f2d6123b44dcbb1923be000942ffb,42048,533d98c81dfcc9595f03537db761332610d88bf82af5246cd92aea55accdd2f7,32
0.0634765625,,True,1,16.672081567987334,2.779286600649357,0.0634765625,gdn,0.30078125,4,0.3515625,,28392,0.3515625,123,64,compact1000,1000,variable,415c9e7869cda1c0ec8b0cdec901f4ac3421ee72160cbb9568960f5bd49b5b4e,28392,ec6308a2fe8903b15b600afd9f5afbf69a35077ca8230c724b0e083a66ebebe0,32
0.064453125,,True,3,45.40743596496759,2.7808661609888077,0.064453125,gdn,0.30078125,4,0.3515625,,35832,0.3515625,123,64,compact1000,1000,variable,415c9e7869cda1c0ec8b0cdec901f4ac3421ee72160cbb9568960f5bd49b5b4e,35064,ec6308a2fe8903b15b600afd9f5afbf69a35077ca8230c724b0e083a66ebebe0,32
0.0634765625,,True,1,12.298906443000305,2.7778906896710396,0.0634765625,mamba2,0.30078125,4,0.3515625,,33048,0.3515625,123,64,compact1000,1000,variable,415c9e7869cda1c0ec8b0cdec901f4ac3421ee72160cbb9568960f5bd49b5b4e,33048,ec6308a2fe8903b15b600afd9f5afbf69a35077ca8230c724b0e083a66ebebe0,32
0.0634765625,,True,3,33.50777934398502,2.7775795236229897,0.0634765625,mamba2,0.30078125,4,0.3515625,,43584,0.3515625,123,64,compact1000,1000,variable,415c9e7869cda1c0ec8b0cdec901f4ac3421ee72160cbb9568960f5bd49b5b4e,42048,ec6308a2fe8903b15b600afd9f5afbf69a35077ca8230c724b0e083a66ebebe0,32
0.0631103515625,0.04882812500000058,True,1,27.678088787943125,2.77646679058671,0.0,gdn,0.07135009765625,128,0.08453369140625,0.0626220703125,39592,0.102783203125,123,832,main500,500,state,de8abd29de865dce0fb9377ce27ed5c10df1fb07bd9d72409bfc9e3163eea311,39592,7f5afd8942c0e10779693bb24545c3c7b5d3e1508d158b3d8ca4724556e2abd2,64
0.06451416015625,0.3479003906250005,True,2,39.10327777871862,2.7786574754863977,0.0,gdn,0.07135009765625,128,0.08453369140625,0.06103515624999999,50708,0.102783203125,123,832,main500,500,state,de8abd29de865dce0fb9377ce27ed5c10df1fb07bd9d72409bfc9e3163eea311,50708,7f5afd8942c0e10779693bb24545c3c7b5d3e1508d158b3d8ca4724556e2abd2,64
0.06280517578125,0.0895182291666672,True,3,33.09738618507981,2.7777434457093477,0.0,gdn,0.07135009765625,128,0.08453369140625,0.06190999348958333,82384,0.102783203125,123,832,main500,500,state,de8abd29de865dce0fb9377ce27ed5c10df1fb07bd9d72409bfc9e3163eea311,79312,7f5afd8942c0e10779693bb24545c3c7b5d3e1508d158b3d8ca4724556e2abd2,64
0.060791015625,-0.14241536458333273,True,4,42.258633540943265,2.7773187328130007,0.0,gdn,0.07135009765625,128,0.08453369140625,0.06221516927083333,93492,0.102783203125,123,832,main500,500,state,de8abd29de865dce0fb9377ce27ed5c10df1fb07bd9d72409bfc9e3163eea311,85556,7f5afd8942c0e10779693bb24545c3c7b5d3e1508d158b3d8ca4724556e2abd2,64
0.0606689453125,-0.16479492187499944,True,1,12.795379023998976,2.7767250668257475,0.0,gdn_current,0.07135009765625,128,0.08453369140625,0.06231689453124999,39592,0.102783203125,123,832,main500,500,state,de8abd29de865dce0fb9377ce27ed5c10df1fb07bd9d72409bfc9e3163eea311,39592,7f5afd8942c0e10779693bb24545c3c7b5d3e1508d158b3d8ca4724556e2abd2,64
0.06011962890625,-0.1688639322916661,True,2,30.990134799969383,2.7767543718218803,0.0,gdn_current,0.07135009765625,128,0.08453369140625,0.06180826822916666,50708,0.102783203125,123,832,main500,500,state,de8abd29de865dce0fb9377ce27ed5c10df1fb07bd9d72409bfc9e3163eea311,46612,7f5afd8942c0e10779693bb24545c3c7b5d3e1508d158b3d8ca4724556e2abd2,64
0.0670166015625,0.4394531250000005,True,3,36.556255295989104,2.7777877505868673,0.0,gdn_current,0.07135009765625,128,0.08453369140625,0.0626220703125,82384,0.102783203125,123,832,main500,500,state,de8abd29de865dce0fb9377ce27ed5c10df1fb07bd9d72409bfc9e3163eea311,75216,7f5afd8942c0e10779693bb24545c3c7b5d3e1508d158b3d8ca4724556e2abd2,64
0.06195068359375,0.02034505208333387,True,4,43.44012807193212,2.7765727415680885,0.0,gdn_current,0.07135009765625,128,0.08453369140625,0.061747233072916664,93492,0.102783203125,123,832,main500,500,state,de8abd29de865dce0fb9377ce27ed5c10df1fb07bd9d72409bfc9e3163eea311,81460,7f5afd8942c0e10779693bb24545c3c7b5d3e1508d158b3d8ca4724556e2abd2,64
0.06134033203125,-0.04882812499999946,True,1,10.495739694219083,2.775250405073166,0.0,mamba2,0.07135009765625,128,0.08453369140625,0.06182861328124999,74480,0.102783203125,123,832,main500,500,state,de8abd29de865dce0fb9377ce27ed5c10df1fb07bd9d72409bfc9e3163eea311,74480,7f5afd8942c0e10779693bb24545c3c7b5d3e1508d158b3d8ca4724556e2abd2,64
0.06201171875,-0.0528971354166661,True,2,28.536341740749776,2.7757538091391325,0.000244140625,mamba2,0.07135009765625,128,0.08453369140625,0.06254069010416666,101552,0.102783203125,123,832,main500,500,state,de8abd29de865dce0fb9377ce27ed5c10df1fb07bd9d72409bfc9e3163eea311,101552,7f5afd8942c0e10779693bb24545c3c7b5d3e1508d158b3d8ca4724556e2abd2,64
0.06134033203125,-0.07527669270833279,True,3,26.558237390127033,2.7755729872733355,0.0,mamba2,0.07135009765625,128,0.08453369140625,0.06209309895833333,228256,0.102783203125,123,832,main500,500,state,de8abd29de865dce0fb9377ce27ed5c10df1fb07bd9d72409bfc9e3163eea311,215968,7f5afd8942c0e10779693bb24545c3c7b5d3e1508d158b3d8ca4724556e2abd2,64
0.0618896484375,0.010172526041667225,True,4,31.960527575109154,2.7754306085407734,0.0,mamba2,0.07135009765625,128,0.08453369140625,0.06178792317708333,272688,0.102783203125,123,832,main500,500,state,de8abd29de865dce0fb9377ce27ed5c10df1fb07bd9d72409bfc9e3163eea311,240944,7f5afd8942c0e10779693bb24545c3c7b5d3e1508d158b3d8ca4724556e2abd2,64
0.08184814453125,0.15665690104166743,True,1,11.49823634326458,2.761980950832367,0.0,gdn,0.12225341796875,16,0.1298828125,0.08028157552083331,39592,0.19189453125,123,256,main500,500,state,54eebd2a93c4ce250e93782c464cd1cf3b111bd55efff340b8a4efecb4cb5f92,39592,819d9d8363c630f8f835e5d28c1ca8c43f09cfe0ceebab4404462f052302f162,64
0.06195068359375,-0.20548502604166607,True,2,35.469392613042146,2.7774132285267115,0.0,gdn,0.12225341796875,16,0.1298828125,0.06400553385416666,48108,0.19189453125,123,256,main500,500,state,54eebd2a93c4ce250e93782c464cd1cf3b111bd55efff340b8a4efecb4cb5f92,48108,819d9d8363c630f8f835e5d28c1ca8c43f09cfe0ceebab4404462f052302f162,64
0.06207275390625,-0.18107096354166613,True,3,29.419262434821576,2.776712281629443,0.0,gdn,0.12225341796875,16,0.1298828125,0.06388346354166666,61600,0.19189453125,123,256,main500,500,state,54eebd2a93c4ce250e93782c464cd1cf3b111bd55efff340b8a4efecb4cb5f92,59552,819d9d8363c630f8f835e5d28c1ca8c43f09cfe0ceebab4404462f052302f162,64
0.06378173828125,0.018310546875000548,True,4,37.787690269295126,2.7770514227449894,0.0,gdn,0.12225341796875,16,0.1298828125,0.0635986328125,93492,0.19189453125,123,256,main500,500,state,54eebd2a93c4ce250e93782c464cd1cf3b111bd55efff340b8a4efecb4cb5f92,85556,819d9d8363c630f8f835e5d28c1ca8c43f09cfe0ceebab4404462f052302f162,64
0.06829833984375,-0.014241536458332746,True,1,15.615715011022985,2.7745152469724417,0.0,gdn_current,0.12225341796875,16,0.1298828125,0.06844075520833333,39592,0.19189453125,123,256,main500,500,state,54eebd2a93c4ce250e93782c464cd1cf3b111bd55efff340b8a4efecb4cb5f92,39592,819d9d8363c630f8f835e5d28c1ca8c43f09cfe0ceebab4404462f052302f162,64
0.0655517578125,0.2115885416666672,True,2,28.15194302191958,2.776176195591688,0.0,gdn_current,0.12225341796875,16,0.1298828125,0.06343587239583333,48108,0.19189453125,123,256,main500,500,state,54eebd2a93c4ce250e93782c464cd1cf3b111bd55efff340b8a4efecb4cb5f92,44012,819d9d8363c630f8f835e5d28c1ca8c43f09cfe0ceebab4404462f052302f162,64
0.06317138671875,-0.11596679687499947,True,3,40.79394941101782,2.775957817211747,0.0,gdn_current,0.12225341796875,16,0.1298828125,0.0643310546875,61600,0.19189453125,123,256,main500,500,state,54eebd2a93c4ce250e93782c464cd1cf3b111bd55efff340b8a4efecb4cb5f92,55456,819d9d8363c630f8f835e5d28c1ca8c43f09cfe0ceebab4404462f052302f162,64
0.06463623046875,0.1708984375000006,True,4,34.09684492391534,2.7771114725619555,0.0,gdn_current,0.12225341796875,16,0.1298828125,0.06292724609375,93492,0.19189453125,123,256,main500,500,state,54eebd2a93c4ce250e93782c464cd1cf3b111bd55efff340b8a4efecb4cb5f92,81460,819d9d8363c630f8f835e5d28c1ca8c43f09cfe0ceebab4404462f052302f162,64
0.0634765625,0.08544921875000057,True,1,23.989485716912895,2.7750263419002295,0.0,mamba2,0.12225341796875,16,0.1298828125,0.0626220703125,74480,0.19189453125,123,256,main500,500,state,54eebd2a93c4ce250e93782c464cd1cf3b111bd55efff340b8a4efecb4cb5f92,74480,819d9d8363c630f8f835e5d28c1ca8c43f09cfe0ceebab4404462f052302f162,64
0.06085205078125,-0.20548502604166607,True,2,24.811998979188502,2.7753274515271187,0.0,mamba2,0.12225341796875,16,0.1298828125,0.06290690104166666,91152,0.19189453125,123,256,main500,500,state,54eebd2a93c4ce250e93782c464cd1cf3b111bd55efff340b8a4efecb4cb5f92,91152,819d9d8363c630f8f835e5d28c1ca8c43f09cfe0ceebab4404462f052302f162,64
0.06256103515625,0.03458658854166721,True,3,20.573583302088082,2.77497392706573,0.0,mamba2,0.12225341796875,16,0.1298828125,0.06221516927083333,145120,0.19189453125,123,256,main500,500,state,54eebd2a93c4ce250e93782c464cd1cf3b111bd55efff340b8a4efecb4cb5f92,136928,819d9d8363c630f8f835e5d28c1ca8c43f09cfe0ceebab4404462f052302f162,64
0.06396484375,0.059000651041667226,True,4,28.28532579075545,2.775114856660366,0.0,mamba2,0.12225341796875,16,0.1298828125,0.06337483723958333,272688,0.19189453125,123,256,main500,500,state,54eebd2a93c4ce250e93782c464cd1cf3b111bd55efff340b8a4efecb4cb5f92,240944,819d9d8363c630f8f835e5d28c1ca8c43f09cfe0ceebab4404462f052302f162,64
0.0614013671875,-0.004069010416666127,True,1,12.979001699015498,2.7780799344182014,0.0,gdn,0.09234619140625,32,0.10943603515625,0.061442057291666664,39592,0.14947509765625,123,256,main500,500,state,015d623b80dd1d8191dfc58b21ba32be6d020f3fe1977a73b857d2fabba3d536,39592,8222e0a7de0882e921136491066ccccc7ece80103bd90df2d65d648e4703fef4,64
0.06256103515625,0.13427734375000056,True,2,33.021746098063886,2.779533989727497,0.0,gdn,0.09234619140625,32,0.10943603515625,0.06121826171874999,48108,0.14947509765625,123,256,main500,500,state,015d623b80dd1d8191dfc58b21ba32be6d020f3fe1977a73b857d2fabba3d536,48108,8222e0a7de0882e921136491066ccccc7ece80103bd90df2d65d648e4703fef4,64
0.06201171875,0.09562174479166721,True,3,28.937028672080487,2.778646333143115,0.0,gdn,0.09234619140625,32,0.10943603515625,0.06105550130208333,61600,0.14947509765625,123,256,main500,500,state,015d623b80dd1d8191dfc58b21ba32be6d020f3fe1977a73b857d2fabba3d536,59552,8222e0a7de0882e921136491066ccccc7ece80103bd90df2d65d648e4703fef4,64
0.0609130859375,-0.1302083333333328,True,4,37.79262247122824,2.7787824366241693,0.0,gdn,0.09234619140625,32,0.10943603515625,0.06221516927083333,93492,0.14947509765625,123,256,main500,500,state,015d623b80dd1d8191dfc58b21ba32be6d020f3fe1977a73b857d2fabba3d536,85556,8222e0a7de0882e921136491066ccccc7ece80103bd90df2d65d648e4703fef4,64
0.0625,-0.0020345052083327623,True,1,15.37219281308353,2.77748997323215,0.0,gdn_current,0.09234619140625,32,0.10943603515625,0.06252034505208333,39592,0.14947509765625,123,256,main500,500,state,015d623b80dd1d8191dfc58b21ba32be6d020f3fe1977a73b857d2fabba3d536,39592,8222e0a7de0882e921136491066ccccc7ece80103bd90df2d65d648e4703fef4,64
0.06268310546875,0.12207031250000054,True,2,30.410752212977968,2.77709904499352,0.0,gdn_current,0.09234619140625,32,0.10943603515625,0.06146240234375,48108,0.14947509765625,123,256,main500,500,state,015d623b80dd1d8191dfc58b21ba32be6d020f3fe1977a73b857d2fabba3d536,44012,8222e0a7de0882e921136491066ccccc7ece80103bd90df2d65d648e4703fef4,64
0.06146240234375,0.006103515625000531,True,3,37.73064512596466,2.77737857401371,0.0,gdn_current,0.09234619140625,32,0.10943603515625,0.0614013671875,61600,0.14947509765625,123,256,main500,500,state,015d623b80dd1d8191dfc58b21ba32be6d020f3fe1977a73b857d2fabba3d536,55456,8222e0a7de0882e921136491066ccccc7ece80103bd90df2d65d648e4703fef4,64
0.080810546875,0.404866536458334,True,4,38.80776504194364,2.7675982750952244,0.0,gdn_current,0.09234619140625,32,0.10943603515625,0.07676188151041666,93492,0.14947509765625,123,256,main500,500,state,015d623b80dd1d8191dfc58b21ba32be6d020f3fe1977a73b857d2fabba3d536,81460,8222e0a7de0882e921136491066ccccc7ece80103bd90df2d65d648e4703fef4,64
0.06085205078125,-0.050862630208332774,True,1,8.4304706659168,2.77625167183578,0.0,mamba2,0.09234619140625,32,0.10943603515625,0.06136067708333333,74480,0.14947509765625,123,256,main500,500,state,015d623b80dd1d8191dfc58b21ba32be6d020f3fe1977a73b857d2fabba3d536,74480,8222e0a7de0882e921136491066ccccc7ece80103bd90df2d65d648e4703fef4,64
0.060302734375,-0.05900065104166611,True,2,25.054962576832622,2.7765107043087482,0.0,mamba2,0.09234619140625,32,0.10943603515625,0.060892740885416664,91152,0.14947509765625,123,256,main500,500,state,015d623b80dd1d8191dfc58b21ba32be6d020f3fe1977a73b857d2fabba3d536,91152,8222e0a7de0882e921136491066ccccc7ece80103bd90df2d65d648e4703fef4,64
0.0611572265625,0.010172526041667225,True,3,20.673787084873766,2.776323540136218,0.0,mamba2,0.09234619140625,32,0.10943603515625,0.06105550130208333,145120,0.14947509765625,123,256,main500,500,state,015d623b80dd1d8191dfc58b21ba32be6d020f3fe1977a73b857d2fabba3d536,136928,8222e0a7de0882e921136491066ccccc7ece80103bd90df2d65d648e4703fef4,64
